subject,video_title,video_url,video_id,matched_topics,youtube_id
cc-seventh-grade-math,Identifying Proportional Relationships From Graphs,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-ratio-proportion/cc-7th-graphs-proportions/v/identifying-proportional-relationships-from-graphs,7IU-TOOSxPM,angle relationships in circles,
cc-seventh-grade-math,Why We Do The Same Thing To Both Sides Simple Equations,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-variables-expressions/cc-7th-2-step-equations-intro/v/why-we-do-the-same-thing-to-both-sides-simple-equations,5FBDqY41GjU,"linear equations, systems of equations",
cc-seventh-grade-math,Decimals And Fractions,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-fractions-decimals/cc-7th-fracs-to-decimals/v/decimals-and-fractions,NzIoHQfStoM,"3d transformations, bearing and direction",
cc-seventh-grade-math,Subtracting With Integer Chips,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-add-and-subtract/cc-7th-sub-neg-intro/v/subtracting-with-integer-chips,yTqhzgpt_9Y,,
cc-seventh-grade-math,Interpreting Negative Number Statements,https://www.khanacademy.org/math/cc-seventh-grade-math/x6b17ba59:rational-numbers-addition-and-subtraction/cc-7th-add-sub-word-problems-w-negatives/v/interpreting-negative-number-statements,ioH0PUdUW3M,"conditional statements, negation of statements",
cc-seventh-grade-math,Interpreting Linear Expressions Example,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-variables-expressions/cc-7th-interpreting-lin-exp/v/interpreting-linear-expressions-example,ao9cx8JlJIU,"evaluating expressions, linear pair",
cc-seventh-grade-math,Angle Basics,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-geometry/cc-7th-angles/v/angle-basics,H-de6Tkxej8,"angle, angle bisector, copy an angle, naming angles, right angle",
cc-seventh-grade-math,Exponents With Negative Bases,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide/x6b17ba59:powers-with-rational-bases/v/exponents-with-negative-bases,vEZea0EThus,,
cc-seventh-grade-math,Vertical Slice Of Rectangular Pyramid,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-geometry/cc-7th-slicing-geometric-shapes/v/vertical-slice-of-rectangular-pyramid,hoa1RBk4dTo,"pyramid, vertical angles, volume of pyramid",
cc-seventh-grade-math,Adding And Subtracting A Decimal Percentage And Fraction,https://www.khanacademy.org/math/cc-seventh-grade-math/x6b17ba59:rational-numbers-addition-and-subtraction/cc-7th-add-sub-rational-numbers/v/adding-and-subtracting-a-decimal-percentage-and-fraction,FSpSrZQzzVs,,
cc-seventh-grade-math,Multiplying Negative And Positive Fractions,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide/cc-7th-mult-div-neg-fractions/v/multiplying-negative-and-positive-fractions,pi3WWQ0q6Lc,,
cc-seventh-grade-math,Interpreting Multiplicationa And Division Of Negative Numbers,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-negative-numbers-multiply-and-divide/cc-7th-mult-div-neg-word-problems/v/interpreting-multiplicationa-and-division-of-negative-numbers,mPLCXCscqI8,,
cc-seventh-grade-math,Two Step Equations With Decimals And Fractions,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-variables-expressions/cc-8th-two-step-equations-dec-frac/v/two-step-equations-with-decimals-and-fractions,BOIA9wsM4ok,"linear equations, systems of equations",
cc-seventh-grade-math,Reasonable Samples,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-probability-statistics/cc-7th-population-sampling/v/reasonable-samples,aKAw-DyZa6g,,
cc-seventh-grade-math,Compound Sample Spaces,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-probability-statistics/cc-7th-compound-events/v/compound-sample-spaces,PR-A3UAO7_0,,
cc-seventh-grade-math,Find An Unknown In A Proportion,https://www.khanacademy.org/math/cc-seventh-grade-math/cc-7th-ratio-proportion/cc-7th-write-and-solve-proportions/v/find-an-unknown-in-a-proportion,GO5ajwbFqVQ,proportion,
cc-eighth-grade-math,Graphing Linear Functions 1,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/constructing-linear-models-real-world/v/graphing-linear-functions-1,AAmVITyDXbc,"circular functions, graphing linear equations, graphing systems of equations, graphing trig functions, linear equations, linear pair, solving linear equations review",
cc-eighth-grade-math,The Pythagorean Theorem,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/cc-8th-pythagorean-theorem/v/the-pythagorean-theorem,AA6RfgP-AHU,"building a pyramid using pythagorean theorem, exterior angle theorem, history of pythagorean theorem, pythagorean theorem, triangle sum theorem",
cc-eighth-grade-math,Rotating Points,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/rotations-8th/v/rotating-points,0NYbQPcdxg8,"center of rotation, points, rotation",
cc-eighth-grade-math,Slope Intercept Form,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/intro-slope-intercept-form/v/slope-intercept-form,IL3UCuXrUzE,"converting equations from point slope form to slope intercept form, equation of lines in point slope form, equation of lines in slope intercept form, point-slope form, slope, slope-intercept form",
cc-eighth-grade-math,Testing If A Relationship Is A Function,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/cc-8th-function-intro/v/testing-if-a-relationship-is-a-function,3SO1BQQ9_1E,graphing trig functions,
cc-eighth-grade-math,Exponent Properties Involving Products,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-exponent-properties/v/exponent-properties-involving-products,zM_p7tfWvLU,properties of exponents,
cc-eighth-grade-math,Trolls Tolls And Systems Of Equations,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic/cc-8th-systems-overview/v/trolls-tolls-and-systems-of-equations,OcNt-36QKu8,"graphing systems of equations, linear equations, systems of equations",
cc-eighth-grade-math,The Substitution Method,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic/cc-8th-systems-with-substitution/v/the-substitution-method,uzyd_mIJaoc,"substitution method, substitution property",
cc-eighth-grade-math,Constructing Scatter Plot,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-data/cc-8th-scatter-plots/v/constructing-scatter-plot,sHbX58y5D4U,"construct parallel lines, construct regular polygon, constructive proofs, golden ratio construction, proof by construction",
cc-eighth-grade-math,Multiplying And Dividing In Scientific Notation,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-scientific-notation-compu/v/multiplying-and-dividing-in-scientific-notation,497oIjqRPco,set notation and logic,
cc-eighth-grade-math,Two Way Frequency Tables And Venn Diagrams,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-data/two-way-tables/v/two-way-frequency-tables-and-venn-diagrams,l5MrtV7ZN88,truth tables,
cc-eighth-grade-math,Angles Formed By Parallel Lines And Transversals,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/cc-8th-angles-between-lines/v/angles-formed-by-parallel-lines-and-transversals,H-E5rlpCVu4,"angles formed by parallel lines and transversals, construct parallel lines, naming angles, parallel, parallel postulate, parallel slopes, skew lines, slope and parallel lines",
cc-eighth-grade-math,Introduction To Square Roots,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-roots/v/introduction-to-square-roots,mbc3_e5lWw0,"square, square roots",
cc-eighth-grade-math,Number Of Solutions To Linear Equations,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-solving-equations/number-of-solutions-to-linear-equations/v/number-of-solutions-to-linear-equations,qsL_5Y8uWPU,"equation of lines in point slope form, equation of lines in slope intercept form, graphing linear equations, linear equations, linear pair, solving linear equations review, systems of equations",
cc-eighth-grade-math,Proof Sum Of Measures Of Angles In A Triangle Are 180,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/cc-8th-triangle-angles/v/proof-sum-of-measures-of-angles-in-a-triangle-are-180,6s1CI3uuhko,"30-60-90 triangle, acute triangle, altitude of a triangle, angles of depression, angles of elevation, flow proof, isosceles triangle, median of a triangle, naming angles, obtuse triangle, right triangle, scalene triangle, solving for missing sides and angles of a right triangle, triangle, triangle angle sum, triangle sum theorem",
cc-eighth-grade-math,Reflecting Points,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/reflections-8th/v/reflecting-points,F77xiSlCehI,"law of reflection, line of reflection, points, reflection",
cc-eighth-grade-math,Calculating Red Blood Cells In The Body Using Scientific Notation,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-scientific-notation-word-problems/v/calculating-red-blood-cells-in-the-body-using-scientific-notation,0lOpqmTdtzk,,
cc-eighth-grade-math,Introduction To Intercepts,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-x-and-y-intercepts/v/introduction-to-intercepts,LNSB0N6esPU,,
cc-eighth-grade-math,Inconsistent Systems Of Equations,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic/cc-8th-systems-solutions/v/inconsistent-systems-of-equations,NJRyxmommqQ,"equation of lines in point slope form, graphing systems of equations, linear equations, systems of equations",
cc-eighth-grade-math,Graphing A Line In Slope Intercept Form,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-slope-intercept-form/v/graphing-a-line-in-slope-intercept-form,uk7gS3cZVp4,"converting equations from point slope form to slope intercept form, equation of lines in point slope form, equation of lines in slope intercept form, line, slope",
cc-eighth-grade-math,Distance Formula,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/pythagorean-distance/v/distance-formula,nyZuite17Pc,"distance between, distance formula, euler's formula, euler’s formula for polyhedra, midpoint formula",
cc-eighth-grade-math,Exponents With Negative Bases,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/exponents-with-negative-bases/v/exponents-with-negative-bases,vEZea0EThus,,
cc-eighth-grade-math,Solving Equations With The Distributive Property,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-solving-equations/equations-with-parentheses/v/solving-equations-with-the-distributive-property,YZBStgZGyDY,"distributive property, distributive property equations, linear equations, reflexive property, solving linear equations review, solving multi-step equations, solving one-step equations, symmetric property, systems of equations",
cc-eighth-grade-math,Scatter Plot Interpreting,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-data/cc-8th-interpreting-scatter-plots/v/scatter-plot-interpreting,Jpbm5YgciqI,,
cc-eighth-grade-math,Introduction To Slope,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-slope/v/introduction-to-slope,MeU-KzdCBps,"golden ratio construction, proof by induction, slope",
cc-eighth-grade-math,Sum Consecutive Integers,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-solving-equations/linear-equations-word-problems/v/sum-consecutive-integers,8CJ6Qdcoxsc,,
cc-eighth-grade-math,Approximating Square Roots 2,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-approximating-irrational-numbers/v/approximating-square-roots-2,Lh7NMBPFVZw,"square, square roots",
cc-eighth-grade-math,Introduction To Transformations,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/identify-transformations/v/introduction-to-transformations,XiAoUDfrar0,"3d transformations, composition of transformations, congruence through transformations, geometric transformations in complex plane, golden ratio construction, möbius transformations, similarity through transformations, transformation rule, transformational proof of congruence, transformations, transformations on the coordinate plane",
cc-eighth-grade-math,Multiplying Multiples Of Powers Of 10,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-orders-of-magnitude/v/multiplying-multiples-of-powers-of-10,tV8cMNYi4q4,multiplication property of equality,
cc-eighth-grade-math,Translating Points,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/translations-8th/v/translating-points,SxxzfojT1Pw,"möbius transformations, points, tiling patterns, translation, translations",
cc-eighth-grade-math,Recognizing Linear Functions,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/linear-nonlinear-functions-tut/v/recognizing-linear-functions,AZroE4fJqtQ,"circular functions, graphing linear equations, graphing trig functions, inverse trig functions, linear pair, reciprocal trig functions, solving linear equations review",
cc-eighth-grade-math,Equations 3,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-solving-equations/variables-on-both-sides/v/equations-3,f15zA0PhSek,"converting equations from point slope form to slope intercept form, dilations, distributive property equations, equation of a line, graphing linear equations, graphing systems of equations, linear equation, linear equations, reduction, solving linear equations review, solving multi-step equations, solving one-step equations, systems of equations",
cc-eighth-grade-math,Estimating The Line Of Best Fit Exercise,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-data/cc-8th-line-of-best-fit/v/estimating-the-line-of-best-fit-exercise,ioieTr41L24,line,
cc-eighth-grade-math,Dilating Points Example,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/8th-dilations/v/dilating-points-example,N0_HfmxdbCg,"evaluating expressions, points",
cc-eighth-grade-math,Converting A Fraction To A Repeating Decimal,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-repeating-decimals/v/converting-a-fraction-to-a-repeating-decimal,Y2-tz27nKoQ,,
cc-eighth-grade-math,Garfield S Proof Of The Pythagorean Theorem,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/cc-8th-pythagorean-proofs/v/garfield-s-proof-of-the-pythagorean-theorem,EINpkcphsPQ,"building a pyramid using pythagorean theorem, flow proof, history of pythagorean theorem, pythagorean theorem",
cc-eighth-grade-math,Scientific Notation I,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-scientific-notation/v/scientific-notation-i,6phoVfGKKec,set notation and logic,
cc-eighth-grade-math,Multiplying And Dividing Powers With Integer Exponents,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-exp-prop-integers/v/multiplying-and-dividing-powers-with-integer-exponents,CZ5ne_mX5_I,,
cc-eighth-grade-math,What Is A Function,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-functions-and-function-notation/v/what-is-a-function,kvGsIo1TmsM,"circular functions, inverse trig functions",
cc-eighth-grade-math,Area Of An Isosceles Triangle,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/pythagorean-theorem-application/v/area-of-an-isosceles-triangle,yZ4CbopnVBg,"30-60-90 triangle, acute triangle, altitude of a triangle, area, area of polygons, congruence of triangles, isosceles, isosceles angle theorem, isosceles right triangle, isosceles trapezoid, isosceles triangle, isosceles triangle theorem, median of a triangle, obtuse triangle, right triangle, scalene triangle, triangle, triangle angle sum, triangle inequalities",
cc-eighth-grade-math,Graphs Using Slope Intercept Form,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/write-slope-intercept-equations/v/graphs-using-slope-intercept-form,9wOalujeZf4,"converting equations from point slope form to slope intercept form, equation of lines in slope intercept form, slope",
cc-eighth-grade-math,Comparing Proportional Relationships Exercise 2,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/cc-8th-graphing-prop-rel/v/comparing-proportional-relationships-exercise-2,kHQCDrWTDv8,angle relationships in circles,
cc-eighth-grade-math,Ex 2 Age Word Problem,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-systems-topic/cc-8th-systems-word-problems/v/ex-2-age-word-problem,KyHvVJWjW6Y,,
cc-eighth-grade-math,Introduction To Rational And Irrational Numbers,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-irrational-numbers/v/introduction-to-rational-and-irrational-numbers,cLP7INqs3JM,,
cc-eighth-grade-math,Testing Congruence By Transformations Example,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/congruence-similarity/v/testing-congruence-by-transformations-example,KZMRhWdzEPo,"3d transformations, composition of transformations, congruence of triangles, congruence postulates, congruence proofs, congruence through transformations, geometric transformations in complex plane, möbius transformations, similarity through transformations, transformational proof of congruence, transformations, transformations on the coordinate plane, triangle congruence",
cc-eighth-grade-math,Negative Exponents,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-numbers-operations/cc-8th-pos-neg-exponents/v/negative-exponents,JnpqlXN9Whw,"negative reciprocal, properties of exponents",
cc-eighth-grade-math,Comparing Features Of Functions 1,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/compare-linear-fuctions/v/comparing-features-of-functions-1,fZO-JylMFqY,"circular functions, composition of transformations, graphing trig functions",
cc-eighth-grade-math,Cylinder Volume And Surface Area,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-geometry/cc-8th-volume/v/cylinder-volume-and-surface-area,gL3HxBQyeg0,"area, surface, surface area, surface area of cone, surface area of cylinder, surface area of prism, surface area of sphere, volume, volume of cone, volume of cylinder",
cc-eighth-grade-math,Interpreting Linear Graphs,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-linear-functions-modeling/v/interpreting-linear-graphs,xR9r38mZjK4,linear pair,
cc-eighth-grade-math,Descartes And Cartesian Coordinates,https://www.khanacademy.org/math/cc-eighth-grade-math/cc-8th-linear-equations-functions/8th-solutions-to-two-var-linear-equations/v/descartes-and-cartesian-coordinates,N4nrdf0yYfM,"barycentric coordinates, coordinates",
cc-eighth-grade-math,Finding Measures Using Rigid Transformations,https://www.khanacademy.org/math/cc-eighth-grade-math/geometric-transformations/transformations-properties/v/finding-measures-using-rigid-transformations,7y4FGCvNgB8,"3d transformations, composition of transformations, congruence through transformations, möbius transformations, similarity through transformations, transformations",
algebra,Introduction To Rational And Irrational Numbers,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:irrational-numbers/x2f8bb11595b61c86:irrational-numbers-intro/v/introduction-to-rational-and-irrational-numbers,cLP7INqs3JM,,
algebra,Exponential Expressions Word Problems Numerical,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:exponential-growth-decay/x2f8bb11595b61c86:exponential-expressions/v/exponential-expressions-word-problems-numerical,L70UJVjc-bc,evaluating expressions,
algebra,Writing Exponential Functions,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:exponential-growth-decay/x2f8bb11595b61c86:exponential-functions-from-tables-graphs/v/writing-exponential-functions,UgLfAb_aFt4,"circular functions, graphing trig functions, inverse trig functions, reciprocal trig functions",
algebra,Simplifying Square Roots 1,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:rational-exponents-radicals/x2f8bb11595b61c86:simplifying-square-roots/v/simplifying-square-roots-1,cw3mp8oNASk,"simplifying radicals, square, square roots",
algebra,Solving Quadratic Equations By Completing The Square,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratic-functions-equations/x2f8bb11595b61c86:completing-square-quadratics/v/solving-quadratic-equations-by-completing-the-square,bNQY0z76M5A,"linear equations, solving linear equations review, solving multi-step equations, solving one-step equations, square, square roots, systems of equations",
algebra,Recursive Formula For Arithmetic Sequence,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:constructing-arithmetic-sequences/v/recursive-formula-for-arithmetic-sequence,lBtb30SjU2Q,"distance formula, euler's formula, midpoint formula",
algebra,Area Model For Multiplying Binomials,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratics-multiplying-factoring/x2f8bb11595b61c86:multiply-binomial/v/area-model-for-multiplying-binomials,oOTFGdjhqqM,area,
algebra,Polynomials Intro,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratics-multiplying-factoring/x2f8bb11595b61c86:multiply-monomial-polynomial/v/polynomials-intro,Vm7H0VTlIco,,
algebra,Introduction To Function Inverses,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:functions/x2f8bb11595b61c86:inverse-functions-intro/v/introduction-to-function-inverses,W84lObmOp8M,inverse trig functions,
algebra,Why We Do The Same Thing To Both Sides Basic Systems,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:systems-of-equations/x2f8bb11595b61c86:equivalent-systems-equations/v/why-we-do-the-same-thing-to-both-sides-basic-systems,h9ZgZimXn2Q,,
algebra,Multi Step Inequalities 3,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:multistep-inequalities/v/multi-step-inequalities-3,SgKBBUFaGb4,"solving multi-step equations, triangle inequalities",
algebra,Idea Behind Point Slope Form,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:point-slope-form/v/idea-behind-point-slope-form,K_OI9LA54AA,"converting equations from point slope form to slope intercept form, equation of lines in point slope form, point, point-slope form, slope",
algebra,Explicit And Recursive Formulas For Geometric Sequences,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:constructing-geometric-sequences/v/explicit-and-recursive-formulas-for-geometric-sequences,8a1a5A3CfdQ,geometric proofs,
algebra,Appropriate Units,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:working-units/x2f8bb11595b61c86:appropriate-units/v/appropriate-units,717zfRdog9s,"unit rates, units",
algebra,Sum And Product Of Rational Numbers,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:irrational-numbers/x2f8bb11595b61c86:sums-and-products-of-rational-and-irrational-numbers/v/sum-and-product-of-rational-numbers,HKUJkMQsGkM,,
algebra,Introduction To Slope,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:linear-equations-graphs/x2f8bb11595b61c86:slope/v/introduction-to-slope,MeU-KzdCBps,"golden ratio construction, proof by induction, slope",
algebra,Why We Do The Same Thing To Both Sides Multi Step Equations,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:solve-equations-inequalities/x2f8bb11595b61c86:linear-equations-variables-both-sides/v/why-we-do-the-same-thing-to-both-sides-multi-step-equations,vkhYFml0w6c,"linear equations, systems of equations",
algebra,Geometric Sequences Introduction,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:introduction-to-geometric-sequences/v/geometric-sequences-introduction,pXo0bG4iAyg,geometric proofs,
algebra,Interpreting Function Graphs Word Problems,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:functions/x2f8bb11595b61c86:interpreting-features-of-graphs/v/interpreting-function-graphs-word-problems,VtBRkjRua0I,graphing trig functions,
algebra,Why Dividing By Zero Is Undefined,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation-algebra/x2f8bb11595b61c86:division-zero/v/why-dividing-by-zero-is-undefined,SQzjzStU1RQ,,
algebra,Parabolas Intro,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratic-functions-equations/x2f8bb11595b61c86:intro-parabolas/v/parabolas-intro,BGz3pkoGPag,parabolas,
algebra,Slope Intercept Form,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:intro-to-slope-intercept-form/v/slope-intercept-form,IL3UCuXrUzE,"converting equations from point slope form to slope intercept form, equation of lines in point slope form, equation of lines in slope intercept form, point-slope form, slope, slope-intercept form",
algebra,Origins Of Algebra,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation-algebra/x2f8bb11595b61c86:algebra-overview-history/v/origins-of-algebra,_LDR1_Prveo,"algebra, area of polygons, law of sines",
algebra,Explicit And Recursive Definitions Of Sequences,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:introduction-to-arithmetic-sequences/v/explicit-and-recursive-definitions-of-sequences,KRFiAlo7t1E,definitions in geometry,
algebra,Equivalent Algebraic Expressions Exercise,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation-algebra/x2f8bb11595b61c86:equivalent-expressions-intro/v/equivalent-algebraic-expressions-exercise,rHNY01R2VSQ,evaluating expressions,
algebra,Modeling Situations With Arithmetic And Geometric Sequences,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:sequences/x2f8bb11595b61c86:modeling-with-sequences/v/modeling-situations-with-arithmetic-and-geometric-sequences,yYGf7xn7TyM,geometric proofs,
algebra,Piecewise Function Example,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:absolute-value-piecewise-functions/x2f8bb11595b61c86:piecewise-functions/v/piecewise-function-example,tedzsRH0Jas,,
algebra,Graphs Using Slope Intercept Form,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:writing-slope-intercept-equations/v/graphs-using-slope-intercept-form,9wOalujeZf4,"converting equations from point slope form to slope intercept form, equation of lines in slope intercept form, slope",
algebra,Slope From Equation,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:summary-forms-of-two-variable-linear-equations/v/slope-from-equation,G4r9PpYQiL8,"converting equations from point slope form to slope intercept form, equation of a circle, equation of a line, equation of lines in point slope form, equation of lines in slope intercept form, linear equation, linear equations, slope, systems of equations",
algebra,Graphical Relations And Functions,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:functions/x2f8bb11595b61c86:recognizing-functions/v/graphical-relations-and-functions,qGmJ4F3b5W8,"circular functions, graphing trig functions, reciprocal trig functions",
algebra,Relative Minima Maxima,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:functions/x2f8bb11595b61c86:maximum-and-minimum-points/v/relative-minima-maxima,Hoyv3-BMAGc,,
algebra,Standard Form For Linear Equations,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:forms-of-linear-equations/x2f8bb11595b61c86:standard-form/v/standard-form-for-linear-equations,6CFE60iP2Ug,"graphing linear equations, linear equation, linear equations, linear pair, solving linear equations review, standard form, systems of equations",
algebra,Ex 2 Age Word Problem,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:systems-of-equations/x2f8bb11595b61c86:systems-of-equations-word-problems/v/ex-2-age-word-problem,KyHvVJWjW6Y,,
algebra,Factors And Divisibility In Algebra,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratics-multiplying-factoring/x2f8bb11595b61c86:intro-factoring/v/factors-and-divisibility-in-algebra,SjN3_xCJamA,algebra,
algebra,What Is A Variable,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation-algebra/x2f8bb11595b61c86:intro-variables/v/what-is-a-variable,tHYis-DP0oU,,
algebra,Proof That Square Root Of 2 Is Irrational,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:irrational-numbers/x2f8bb11595b61c86:proofs-concerning-irrational-numbers/v/proof-that-square-root-of-2-is-irrational,mX91_3GQqLY,"flow proof, square, square roots",
algebra,King S Cupcakes Solving Systems By Elimination,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:systems-of-equations/x2f8bb11595b61c86:solving-systems-elimination/v/king-s-cupcakes-solving-systems-by-elimination,xCIHAjsZCE0,elimination method,
algebra,Shifting Absolute Value Graphs,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:absolute-value-piecewise-functions/x2f8bb11595b61c86:graphs-of-absolute-value-functions/v/shifting-absolute-value-graphs,Wri26sPEBoI,,
algebra,Strategy In Solving Quadratic Equations,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:quadratic-functions-equations/x2f8bb11595b61c86:strategizing-to-solve-quadratics/v/strategy-in-solving-quadratic-equations,_MllyJivas4,"linear equations, solving linear equations review, solving multi-step equations, solving one-step equations, systems of equations",
